Date,Close Price,WAP,No.of Shares,No. of Trades,Deliverable Quantity,Change,%Change,VOLATILITY,ANNUALIZED VOLATILITY,Notes,Moving average,Count
17-Feb-17,268.8,269.1610803,2822028,12943,1514442,-0.00591716,-0.591715976,0.018384072,,,,
20-Feb-17,269.25,269.2570325,1645609,6876,989804,0.001674107,0.167410714,0.018365147,,,,
21-Feb-17,270.65,270.0464861,1022457,7820,398980,0.005199629,0.51996286,0.018366243,,,,
22-Feb-17,271.8,272.7725686,1557349,13220,681089,0.00424903,0.424903011,0.01830772,,,,
23-Feb-17,270.5,271.3000187,2294677,9334,1167047,-0.004782929,-0.478292862,0.018292355,,,,
27-Feb-17,268.15,268.8761781,1932776,7892,1184938,-0.008687616,-0.868761553,0.018200777,,,,
28-Feb-17,269.2,269.5421363,578290,5592,169309,0.003915719,0.391571881,0.018190965,,,,
01-Mar-17,271.95,271.7593612,1157627,6638,518892,0.010215453,1.021545319,0.018133388,,,,
02-Mar-17,267,270.6207256,1130527,9302,312546,-0.018201875,-1.820187534,0.018229707,,,,
03-Mar-17,265.15,265.9050899,763059,7435,276910,-0.006928839,-0.692883895,0.018221124,,,,
06-Mar-17,269.9,268.4930135,623060,5661,236727,0.017914388,1.791438808,0.018234115,,,,
07-Mar-17,268.05,268.1847833,441030,4456,101017,-0.006854391,-0.685439052,0.018218964,,,,
08-Mar-17,269.7,268.3938046,1250732,7569,400540,0.006155568,0.615556799,0.018228346,,,,
09-Mar-17,273.2,271.7278056,2253195,12025,1335621,0.012977382,1.297738228,0.018274435,,,,
10-Mar-17,272.05,271.499913,2350135,7220,1764933,-0.00420937,-0.420937042,0.018030259,,,,
14-Mar-17,274.7,275.5800661,998562,9550,359562,0.009740856,0.974085646,0.017875169,,,,
15-Mar-17,277.4,278.0114934,1481548,12056,495187,0.009828904,0.982890426,0.017843869,,,,
16-Mar-17,278.95,278.6515962,3721429,11865,2434179,0.005587599,0.558759913,0.017355715,,,,
17-Mar-17,274.1,275.497382,1281510,7612,540316,-0.017386628,-1.738662843,0.017467213,,,,
20-Mar-17,274,272.3801421,8106217,5342,7704579,-0.00036483,-0.036483035,0.017221831,,,,
21-Mar-17,272.3,273.0934363,1142201,7715,327473,-0.00620438,-0.620437956,0.01473461,,,,
22-Mar-17,267.65,268.8348527,932422,7749,368579,-0.017076754,-1.707675358,0.014478815,,,,
23-Mar-17,268.5,268.0905209,849174,5883,412239,0.003175789,0.317578928,0.014337071,,,,
24-Mar-17,276.05,275.1928341,1912571,15508,683197,0.028119181,2.811918063,0.014645356,,,,
27-Mar-17,279.35,278.5104527,1533913,13179,525720,0.011954356,1.195435609,0.014698499,,,,
28-Mar-17,282.15,280.1947995,4603318,14091,3716514,0.010023268,1.00232683,0.014714673,,,,
29-Mar-17,287.75,287.3945055,18346222,16713,16423592,0.019847599,1.984759879,0.013084217,,,,
30-Mar-17,290,290.8978234,1974483,13017,740706,0.007819288,0.781928758,0.013099007,,,,
31-Mar-17,292.6,292.2042593,2076728,15316,447326,0.008965517,0.896551724,0.01311726,,,,
03-Apr-17,293.15,293.7770509,1077883,8604,280841,0.001879699,0.187969925,0.013074078,,,,
05-Apr-17,296.7,295.67133,2401978,13564,881098,0.012109841,1.210984138,0.013115373,,,,
06-Apr-17,292.7,294.1253175,2089915,10163,794732,-0.013481631,-1.348163128,0.012826748,,,,
07-Apr-17,289.4,291.996505,1587699,7900,550407,-0.011274342,-1.127434233,0.012892667,,,,
10-Apr-17,289,288.734811,1215367,6812,516313,-0.00138217,-0.138217001,0.01271738,,,,
11-Apr-17,293.7,292.593463,1261467,7389,491160,0.016262976,1.626297578,0.012753268,,,,
12-Apr-17,290.1,291.0883409,1377460,6900,571928,-0.012257406,-1.225740552,0.012817559,,,,
13-Apr-17,291,290.7543115,1722889,7278,499109,0.003102378,0.310237849,0.012793595,,,,
17-Apr-17,289.65,289.4864624,1239658,5963,586938,-0.004639175,-0.463917526,0.01278047,,,,
18-Apr-17,290.15,293.1817513,1485051,9914,467603,0.001726221,0.17262213,0.012664938,,,,
19-Apr-17,284.2,286.9317209,1484320,9532,429859,-0.020506634,-2.05066345,0.012764147,,,,
20-Apr-17,284.9,284.5955866,964058,15637,218592,0.002463054,0.246305419,0.012525558,,,,
21-Apr-17,282.15,283.3103569,1272216,7596,283984,-0.00965251,-0.965250965,0.01252439,,,,
24-Apr-17,285.55,284.5178306,765144,8017,209917,0.012050328,1.205032784,0.012558153,,,,
25-Apr-17,286,286.5164881,650865,8826,196119,0.001575906,0.157590615,0.012498235,,,,
26-Apr-17,286.4,286.8696911,810712,7061,185134,0.001398601,0.13986014,0.012470876,,,,
27-Apr-17,281.95,284.0818832,949975,6170,285190,-0.015537709,-1.55377095,0.012591421,,,,
28-Apr-17,289.45,286.8588361,1114024,7730,278002,0.026600461,2.660046107,0.012801072,,,,
02-May-17,288.25,289.6977832,866004,6838,272998,-0.004145794,-0.414579375,0.012473255,,,,
03-May-17,289.35,289.4190934,1111318,7341,240049,0.003816132,0.381613183,0.012475387,,,,
04-May-17,298.8,296.3484564,2582802,16567,859345,0.032659409,3.265940902,0.012667768,,,,
05-May-17,295.95,299.555087,3366537,23019,748179,-0.009538153,-0.953815261,0.012720548,,,,
08-May-17,298.65,298.3036961,815944,6929,185804,0.009123163,0.91231627,0.012507283,,,,
09-May-17,296,296.7664844,1084844,5480,408717,-0.008873263,-0.887326302,0.012436679,,,,
10-May-17,294.6,295.3345123,820206,5304,143090,-0.00472973,-0.472972973,0.012429315,,,,
11-May-17,298,296.8785767,2155328,8616,1012773,0.011541073,1.154107264,0.012469592,,,,
12-May-17,297.15,298.7239739,2386158,12245,945386,-0.002852349,-0.285234899,0.01245974,,,,
15-May-17,300.45,300.1734721,2157073,11847,1206966,0.011105502,1.110550227,0.012163217,,,,
16-May-17,307,306.0224091,5871721,15646,4611890,0.021800632,2.180063238,0.012332414,,,,
17-May-17,307.65,307.160434,1106424,8945,316493,0.002117264,0.211726384,0.012280286,,,,
18-May-17,302.95,304.5467578,1046542,7046,294550,-0.015277101,-1.52771006,0.01239844,,,,
19-May-17,308.15,309.2620644,4801674,35993,884524,0.017164549,1.716454861,0.012496115,,,,
22-May-17,294.4,298.7626479,2278172,19280,686215,-0.044621126,-4.462112607,0.013459934,,,,
23-May-17,289.15,290.3337774,1478728,11729,330838,-0.01783288,-1.783288043,0.013623111,,,,
24-May-17,283.15,285.3297148,1371376,10711,352104,-0.020750476,-2.075047553,0.013740836,,,,
25-May-17,290,287.0962564,1024680,8320,229950,0.024192124,2.419212432,0.013941848,,,,
26-May-17,288.45,287.8137939,1077478,7887,298688,-0.005344828,-0.534482759,0.013959486,,,,
29-May-17,284.4,286.94392,978317,6595,302999,-0.014040562,-1.404056162,0.013927725,,,,
30-May-17,288.8,286.8594479,699527,10655,157300,0.015471167,1.547116737,0.014008619,,,,
31-May-17,288.55,289.3411681,601296,5820,149423,-0.000865651,-0.086565097,0.014003385,,,,
01-Jun-17,287.35,287.6808865,901626,7001,242515,-0.004158725,-0.415872466,0.014014845,,,,
02-Jun-17,287.4,288.2535209,659567,5345,158665,0.000174004,0.017400383,0.013652819,,,,
05-Jun-17,287.35,288.0677439,541392,4371,141994,-0.000173974,-0.017397356,0.013605369,,,,
06-Jun-17,287.25,289.6806976,803082,6328,171886,-0.000348008,-0.034800766,0.013606392,,,,
07-Jun-17,290.75,289.4757646,816223,6178,205160,0.012184508,1.218450827,0.013538935,,,,
08-Jun-17,288.8,289.0419098,575665,4044,141079,-0.006706793,-0.670679278,0.013265746,,,,
09-Jun-17,288.5,287.8601715,1461948,4919,976107,-0.001038781,-0.103878116,0.0131811,,,,
12-Jun-17,285.05,285.5516242,698974,4992,191194,-0.011958406,-1.195840555,0.013187188,,,,
13-Jun-17,283.8,284.4717214,834111,5234,385712,-0.004385196,-0.438519558,0.012536321,,,,
14-Jun-17,284.35,284.4952561,727888,5001,180353,0.001937984,0.19379845,0.012505946,,,,
15-Jun-17,284.05,284.1834074,1373156,7320,512067,-0.001055038,-0.105503781,0.012378235,,,,
16-Jun-17,285.85,285.0576931,1691416,7992,824203,0.006336913,0.633691252,0.012393244,,,,
19-Jun-17,288.5,287.861274,632484,6455,260384,0.009270596,0.927059647,0.012428089,,,,
20-Jun-17,290,289.2364333,1092198,6059,339427,0.005199307,0.519930676,0.012437248,,,,
21-Jun-17,290.2,290.9803761,2160679,3971,1765804,0.000689655,0.068965517,0.012421649,,,,
22-Jun-17,294.55,293.3446605,1380077,6953,677968,0.014989662,1.49896623,0.012514171,,,,
23-Jun-17,288.85,290.5458637,765354,7834,192738,-0.019351553,-1.935155322,0.012545496,,,,
27-Jun-17,279.4,280.1316435,2496105,10863,380472,-0.032715943,-3.271594253,0.013032155,,,,
28-Jun-17,276.4,275.899709,1279218,9831,458690,-0.010737294,-1.07372942,0.013063438,,,,
29-Jun-17,272.55,275.3063297,999877,8173,399766,-0.013929088,-1.392908828,0.013134322,,,,
30-Jun-17,273.6,272.4887988,810714,6762,198416,0.003852504,0.385250413,0.013123653,,,,
03-Jul-17,274.7,274.3525538,585573,5138,181240,0.004020468,0.402046784,0.013128832,,,,
04-Jul-17,273,273.8460793,652050,4779,235516,-0.006188569,-0.618856935,0.013136135,,,,
05-Jul-17,275,274.4678629,693654,4455,243381,0.007326007,0.732600733,0.013151,,,,
06-Jul-17,280.9,280.6793782,1245617,10920,357117,0.021454545,2.145454545,0.013330493,,,,
07-Jul-17,280.2,280.971661,540634,4053,129124,-0.00249199,-0.249199003,0.013298043,,,,
10-Jul-17,285.55,285.0439617,3605684,26355,1462169,0.019093505,1.909350464,0.013437872,,,,
11-Jul-17,283.6,286.9409321,1142110,7589,359222,-0.006828927,-0.682892663,0.01342292,,,,
12-Jul-17,287.4,285.7533195,657243,4987,159124,0.013399154,1.339915374,0.013338662,,,,
13-Jul-17,288.6,288.5426796,628310,4663,158708,0.004175365,0.417536534,0.013316367,,,,
14-Jul-17,291.6,291.2709813,1073967,7949,384325,0.01039501,1.03950104,0.013231676,,,,
17-Jul-17,292.8,291.7148195,835299,7555,230595,0.004115226,0.411522634,0.013209167,,,,
18-Jul-17,290.45,292.2502512,1709670,7302,970181,-0.008025956,-0.802595628,0.013232751,,,,
19-Jul-17,293.2,292.5977454,475035,5820,152311,0.009468067,0.946806679,0.013201606,,,,
20-Jul-17,290.65,291.897182,473847,4911,126931,-0.008697135,-0.869713506,0.013229808,,,,
21-Jul-17,290.35,290.2465134,431149,3871,98463,-0.001032169,-0.103216928,0.013196595,,,,
24-Jul-17,294.45,294.155796,761990,6317,293666,0.014120889,1.412088858,0.013238078,,,,
25-Jul-17,296.25,295.9894005,678333,5817,266603,0.006113092,0.611309221,0.013240374,,,,
26-Jul-17,295.75,296.9360624,640953,5505,238083,-0.001687764,-0.168776371,0.013099654,,,,
27-Jul-17,298.3,297.7498129,1777378,7567,1200989,0.008622147,0.862214708,0.0131241,,,,
28-Jul-17,299.2,298.6998364,757840,7071,271855,0.003017097,0.301709688,0.013102636,,,,
31-Jul-17,312.55,309.2605884,3417051,27221,1161996,0.044618984,4.461898396,0.013744027,,,,
01-Aug-17,308.8,310.5870609,984460,8918,246055,-0.01199808,-1.199808031,0.013821134,,,,
02-Aug-17,307.65,308.8920958,1207423,11786,215487,-0.003724093,-0.372409326,0.013537841,,,,
03-Aug-17,300.75,302.1655407,988222,7504,279928,-0.022428084,-2.242808386,0.01371996,,,,
04-Aug-17,305.45,302.9404579,1050417,8513,266755,0.015627598,1.562759767,0.013774954,,,,
07-Aug-17,311.1,309.1045868,998338,6680,305196,0.018497299,1.849729907,0.013754672,,,,
08-Aug-17,303.85,305.0712609,1022553,7746,216552,-0.023304404,-2.330440373,0.013972494,,,,
09-Aug-17,302.2,304.5444766,933434,7194,188045,-0.005430311,-0.543031101,0.013958114,,,,
10-Aug-17,296.55,298.1921285,1069607,9527,288844,-0.018696228,-1.869622766,0.014103956,,,,
11-Aug-17,280.65,287.6688851,4249594,38550,712061,-0.053616591,-5.361659079,0.015156236,,,,
14-Aug-17,278.05,279.2815975,1988533,18633,853995,-0.009264208,-0.926420809,0.015121774,,,,
16-Aug-17,282.9,278.7850924,1683686,16824,555318,0.017442906,1.744290595,0.015194673,,,,
17-Aug-17,280.75,281.2409869,1722662,9652,370022,-0.007599859,-0.759985861,0.015214727,,,,
18-Aug-17,278.65,277.7047167,993368,8736,197293,-0.007479964,-0.747996438,0.015130522,,,,
21-Aug-17,274.65,277.2561685,820214,7005,195401,-0.014354926,-1.435492553,0.0151507,,,,
22-Aug-17,274.1,273.7684355,1703452,8398,533606,-0.002002549,-0.20025487,0.015146566,,,,
23-Aug-17,278.75,277.0017463,673432,5044,133056,0.016964611,1.696461146,0.015253156,,,,
24-Aug-17,280.45,279.4241858,863400,5706,207995,0.006098655,0.609865471,0.015266842,,,,
28-Aug-17,279.3,280.0952968,1134477,10150,547193,-0.004100553,-0.410055268,0.015117995,,,,
29-Aug-17,276.7,278.3074706,988823,5859,345007,-0.009308987,-0.930898675,0.015146946,,,,
30-Aug-17,276.9,277.9396736,969642,4955,433911,0.000722804,0.072280448,0.015113368,,,,
31-Aug-17,277.35,276.1578781,700338,6026,,0.001625135,0.162513543,0.015058446,,,,
01-Sep-17,277.7,278.5048676,692851,6289,340023,0.001261943,0.126194339,0.015058059,,,,
04-Sep-17,277.8,277.8581763,582082,5712,221180,0.000360101,0.036010083,0.015057194,,,,
05-Sep-17,277.3,277.8773695,1118139,4832,288536,-0.001799856,-0.179985601,0.01496864,,,,
06-Sep-17,274.2,275.4612313,1126023,6403,506441,-0.011179228,-1.117922827,0.014737452,,,,
07-Sep-17,274.5,275.2082155,1576319,9101,836603,0.001094092,0.10940919,0.014733188,,,,
08-Sep-17,271.95,272.7552502,1425901,8702,585770,-0.009289617,-0.928961749,0.014755631,,,,
11-Sep-17,270.85,270.6118462,1662833,9751,965849,-0.004044861,-0.404486119,0.014322389,,,,
12-Sep-17,273.5,273.6490742,677334,5572,295753,0.009784013,0.978401329,0.014337944,,,,
13-Sep-17,273.35,275.2764616,969274,7084,446541,-0.000548446,-0.054844607,0.014298602,,,,
14-Sep-17,273.9,274.074484,557556,4473,194043,0.002012072,0.201207243,0.014276098,,,,
15-Sep-17,272.05,272.3437646,759700,4334,324269,-0.00675429,-0.675428989,0.01428409,,,,
18-Sep-17,270.15,271.473484,725902,8895,370969,-0.00698401,-0.698401029,0.014237214,,,,
19-Sep-17,267.8,268.1997676,956922,8034,443459,-0.008698871,-0.8698871,0.014259325,,,,
20-Sep-17,270.55,270.3588691,762200,5955,304495,0.010268857,1.026885736,0.014251482,,,,
21-Sep-17,268.5,268.7929702,495890,4216,144275,-0.007577158,-0.757715764,0.014054456,,,,
22-Sep-17,261.9,263.6445196,966177,8438,421773,-0.024581006,-2.458100559,0.014261793,,,,
25-Sep-17,258.65,257.7824973,1013224,9566,374159,-0.012409317,-1.240931653,0.014233996,,,,
26-Sep-17,257.9,257.9364563,606968,11318,229442,-0.002899671,-0.289967137,0.014090404,,,,
27-Sep-17,250.45,252.8361361,1244978,12033,461306,-0.028887166,-2.888716557,0.013639801,,,,
28-Sep-17,252.8,252.0427396,714794,5626,214180,0.00938311,0.93831104,0.013579463,,,,
29-Sep-17,253.75,254.3692257,429274,4368,140266,0.003757911,0.375791139,0.013430628,,,,
03-Oct-17,251.3,252.1261035,578057,6054,209005,-0.009655172,-0.965517241,0.013182038,,,,
04-Oct-17,253.35,252.7146574,616459,4756,197665,0.008157581,0.815758058,0.013215196,,,,
05-Oct-17,251.35,250.9630475,686395,8628,270005,-0.007894217,-0.789421749,0.013164191,,,,
06-Oct-17,256.65,256.0563964,768915,5770,238119,0.021086135,2.108613487,0.013258601,,,,
09-Oct-17,256.5,256.687238,463055,4711,121165,-0.000584454,-0.058445354,0.013258725,,,,
10-Oct-17,256.65,256.7277305,426008,3062,112068,0.000584795,0.058479532,0.013256371,,,,
11-Oct-17,251.6,254.0535813,858527,6760,292740,-0.019676602,-1.967660238,0.013399529,,,,
12-Oct-17,251.6,250.5987994,1258500,6402,765194,0,0,0.013399723,,,,
13-Oct-17,252.45,253.1221157,508321,4325,122438,0.003378378,0.337837838,0.013408874,,,,
16-Oct-17,252.25,252.1551364,610856,4705,167332,-0.000792236,-0.079223609,0.013330236,,,,
17-Oct-17,251.15,252.2480877,551700,4485,188989,-0.004360753,-0.436075322,0.013322152,,,,
18-Oct-17,244.2,245.2403833,1673032,9875,847858,-0.027672706,-2.767270555,0.013608197,,,,
19-Oct-17,242.5,243.49365,525437,5710,263735,-0.006961507,-0.696150696,0.013575993,,,,
23-Oct-17,245.75,244.8249059,504363,4936,139908,0.013402062,1.340206186,0.01366698,,,,
24-Oct-17,254.5,251.9813751,1191897,8840,297397,0.03560529,3.560528993,0.014218672,,,,
25-Oct-17,324.7,311.9680667,17296060,134735,6176587,0.275834971,27.58349705,0.032621711,,,,
26-Oct-17,320.65,330.6990454,7564371,63316,1674206,-0.012473052,-1.247305205,0.032653988,,,,
27-Oct-17,310.95,315.8856381,2508221,18356,1018199,-0.030251053,-3.025105255,0.03281893,,,,
30-Oct-17,312.1,314.8194242,3422756,20347,1656817,0.003698344,0.369834379,0.032817295,,,,
31-Oct-17,305.8,307.6478474,1085058,10628,257170,-0.020185838,-2.018583787,0.032896169,,,,
01-Nov-17,319.8,316.978245,2542032,20301,861104,0.045781557,4.578155657,0.033204818,,,,
02-Nov-17,314.95,317.4421668,1995075,13415,364236,-0.015165729,-1.516572858,0.033178038,,,,
03-Nov-17,325,319.4304148,2392476,17088,781719,0.031909827,3.190982696,0.033128898,,,,
06-Nov-17,328.95,326.3853752,1691305,14895,483476,0.012153846,1.215384615,0.033116342,,,,
07-Nov-17,317.2,323.0180426,1553044,12923,288805,-0.035719714,-3.571971424,0.03331864,,,,
08-Nov-17,309.75,313.544871,1249483,9612,457721,-0.023486759,-2.348675914,0.033428991,,,,
09-Nov-17,313.75,313.6007125,1906378,10872,662124,0.01291364,1.291364003,0.033448736,,,,
10-Nov-17,333.2,326.1023502,7645816,54934,903669,0.061992032,6.199203187,0.034035074,,,,
13-Nov-17,331.2,337.8329017,7954401,24009,500597,-0.006002401,-0.600240096,0.03404403,,,,
14-Nov-17,329.2,330.2455794,1415815,8909,300534,-0.006038647,-0.603864734,0.033995701,,,,
15-Nov-17,325.2,326.9394879,1006179,8681,143371,-0.012150668,-1.215066829,0.034026546,,,,
16-Nov-17,333.45,329.8782019,1228155,9899,196344,0.025369004,2.536900369,0.034068464,,,,
17-Nov-17,337.4,340.7167582,1921175,15692,458145,0.011845854,1.184585395,0.034069403,,,,
20-Nov-17,333.05,334.1282304,974379,6949,138543,-0.012892709,-1.289270895,0.034087479,,,,
21-Nov-17,330.75,332.2468092,914107,7057,235275,-0.00690587,-0.690586999,0.034100296,,,,
22-Nov-17,335.2,334.7467132,1643066,11267,181774,0.013454271,1.34542706,0.034110351,,,,
23-Nov-17,334.9,334.417918,758211,5840,123830,-0.000894988,-0.089498807,0.034111084,,,,
24-Nov-17,332.25,334.4189595,754610,5600,187672,-0.00791281,-0.791280979,0.034110707,,,,
27-Nov-17,335.25,331.9321496,778581,7021,206107,0.009029345,0.902934537,0.034109651,,,,
28-Nov-17,332.65,332.9338325,972320,5025,525637,-0.007755406,-0.775540641,0.034106435,,,,
29-Nov-17,328.8,331.4852888,493399,4129,112729,-0.011573726,-1.157372614,0.034135474,,,,
30-Nov-17,320.45,323.0913199,921322,7694,319306,-0.025395377,-2.539537713,0.034231693,,,,
01-Dec-17,312.55,317.5606193,1066080,7945,238690,-0.024652832,-2.465283196,0.034339399,,,,
04-Dec-17,313.3,313.4502959,607556,5190,146383,0.002399616,0.239961606,0.034338335,,,,
05-Dec-17,319.3,313.9448388,1516319,9337,617419,0.019150974,1.915097351,0.034382424,,,,
06-Dec-17,312.25,314.3114968,956196,8768,236585,-0.022079549,-2.207954901,0.034470848,,,,
07-Dec-17,316.6,315.7566558,798630,5549,187825,0.013931145,1.393114492,0.034181867,,,,
08-Dec-17,313.15,315.4888045,1236570,6623,609335,-0.010897031,-1.089703095,0.034177433,,,,
11-Dec-17,318.3,317.549589,654329,6771,170563,0.016445793,1.644579275,0.034214821,,,,
12-Dec-17,318.4,317.6054583,758409,6760,155262,0.000314169,0.031416902,0.034123449,,,,
13-Dec-17,313.25,316.1004876,709998,5779,201450,-0.016174623,-1.617462312,0.034136647,,,,
14-Dec-17,314.05,312.7525345,686423,6962,177573,0.002553871,0.255387071,0.034084485,,,,
15-Dec-17,312.75,315.4277263,632872,5454,152816,-0.004139468,-0.413946824,0.033992064,,,,
18-Dec-17,318.9,316.8882411,1701449,13041,229665,0.019664269,1.966426859,0.034043581,,,,
19-Dec-17,319.45,319.9412203,562864,4687,97187,0.001724679,0.172467858,0.033977309,,,,
20-Dec-17,317.25,317.6216922,412886,3512,76210,-0.006886837,-0.688683675,0.033475737,,,,
21-Dec-17,316.55,316.8683593,454168,3404,79607,-0.002206462,-0.220646178,0.033457424,,,,
22-Dec-17,319.85,320.753069,803103,6553,231418,0.010424893,1.042489338,0.033428743,,,,
26-Dec-17,316.85,317.1683758,1178637,3909,687561,-0.009379397,-0.937939659,0.033435002,,,,
27-Dec-17,314.15,315.3682693,2192876,7054,1056165,-0.008521382,-0.852138236,0.033438485,,,,
28-Dec-17,308.3,311.9000853,3225342,10829,2368684,-0.018621678,-1.862167754,0.03346501,,,,
29-Dec-17,309.5,310.1145879,2401083,6713,1180405,0.003892313,0.389231268,0.033463256,,,,
01-Jan-18,307.05,309.0730923,1725476,5796,1124954,-0.007915994,-0.791599354,0.033439505,,,,
02-Jan-18,302.9,303.7232981,1188380,8900,466651,-0.013515714,-1.351571405,0.033473967,,,,
03-Jan-18,302.85,304.2381087,806325,6812,343681,-0.000165071,-0.016507098,0.033469279,,,,
04-Jan-18,308.05,307.7383349,2863595,11094,1648589,0.017170216,1.717021628,0.033490701,,,,
05-Jan-18,306.2,307.0850596,1897329,7416,1129169,-0.006005519,-0.600551858,0.033500515,,,,
08-Jan-18,305.65,306.3527271,1043824,6178,585214,-0.001796212,-0.179621163,0.033502472,,,,
09-Jan-18,304.25,305.3106355,1620111,7012,856088,-0.004580402,-0.458040242,0.033508829,,,,
10-Jan-18,301.05,302.0418075,911368,8815,338862,-0.010517666,-1.051766639,0.033532923,,,,
11-Jan-18,302,301.9310581,746295,8727,302306,0.003155622,0.315562199,0.033531673,,,,
12-Jan-18,301.8,302.4393477,624189,4787,197973,-0.000662252,-0.066225166,0.033505184,,,,
15-Jan-18,302.25,303.1353161,1013072,8468,398671,0.001491054,0.149105368,0.033505146,,,,
16-Jan-18,296.15,298.5331655,951637,7670,368659,-0.020181969,-2.018196857,0.033565113,,,,
17-Jan-18,306.35,300.5526521,4250423,13234,2535862,0.034442006,3.444200574,0.03374098,,,,
18-Jan-18,302.75,310.6645639,3848730,18595,1519911,-0.011751265,-1.175126489,0.033760882,,,,
19-Jan-18,309.05,306.903686,2100878,10399,1086697,0.020809249,2.080924855,0.033821,,,,
22-Jan-18,306.25,306.3433506,1371793,6051,727811,-0.009060023,-0.906002265,0.033840867,,,,
23-Jan-18,318,315.0633671,2680572,18555,1242596,0.038367347,3.836734694,0.034049276,,,,
24-Jan-18,329.5,324.0279156,4061533,26140,1268374,0.036163522,3.616352201,0.034222852,,,,
25-Jan-18,313.15,318.276468,2511198,19114,587236,-0.049620637,-4.962063733,0.034650612,,,,
29-Jan-18,311.1,312.6938241,1897912,12641,761651,-0.006546384,-0.654638352,0.034652444,,,,
30-Jan-18,312.85,314.5718302,1516354,9902,446749,0.005625201,0.56252009,0.034638807,,,,
31-Jan-18,312.75,311.3797487,1593330,9634,619306,-0.000319642,-0.0319642,0.03452054,,,,
01-Feb-18,305.55,310.2101393,2992953,16984,797072,-0.023021583,-2.302158273,0.034590949,,,,
02-Feb-18,296.9,300.0674422,1746741,14663,531984,-0.028309606,-2.830960563,0.034739737,,,,
05-Feb-18,297.7,295.0792816,1100646,9262,195565,0.00269451,0.269450994,0.034580396,,,,
06-Feb-18,291.5,287.2918939,7376854,16778,5612241,-0.020826335,-2.082633524,0.034659939,,,,
07-Feb-18,292.75,293.2963362,1658643,10069,218492,0.004288165,0.428816467,0.034660268,,,,
08-Feb-18,301.45,298.8949086,1575362,9778,337390,0.02971819,2.971818958,0.034759187,,,,
09-Feb-18,296.4,297.7644304,1480654,11369,328317,-0.016752364,-1.675236358,0.034814002,,,,
12-Feb-18,288.5,289.1597883,2614328,21726,642095,-0.026653171,-2.665317139,0.034932999,,,,
14-Feb-18,276.8,280.8417717,4035985,25801,1642615,-0.040554593,-4.055459272,0.035162362,,,,
15-Feb-18,278.85,279.2790323,2897772,16577,971654,0.007406069,0.740606936,0.035167449,,,,
16-Feb-18,271.75,273.5753751,3887817,16314,2324787,-0.025461718,-2.546171777,0.035283216,,,,
19-Feb-18,267.65,262.8907249,3120693,22956,894204,-0.015087397,-1.50873965,0.035255713,,,,
20-Feb-18,269.65,269.9026157,3655220,14559,1470820,0.007472445,0.747244536,0.035261613,,,,
21-Feb-18,273.1,271.3576282,2068366,12916,753663,0.012794363,1.279436306,0.035281954,,,,
22-Feb-18,272.6,272.2831702,1232294,7750,419397,-0.001830831,-0.18308312,0.03528287,,,,
23-Feb-18,276.1,275.8945225,1803816,9220,858976,0.012839325,1.283932502,0.035297936,,,,
26-Feb-18,274.75,275.7413645,1976330,9379,1069308,-0.004889533,-0.488953278,0.035165482,,,,
27-Feb-18,267.8,269.0840327,2343314,13061,1131926,-0.025295723,-2.529572338,0.035271357,,,,
28-Feb-18,268.75,266.9165714,3090656,15604,1276064,0.003547423,0.354742345,0.035249556,,,,
01-Mar-18,262.55,264.4804743,3299546,25431,1546499,-0.023069767,-2.306976744,0.035154046,,,,
05-Mar-18,263.8,262.7409871,1259416,8924,312133,0.004760998,0.476099791,0.019172868,,,,
06-Mar-18,256.5,261.4345893,1478458,13163,552316,-0.027672479,-2.767247915,0.019332889,,,,
07-Mar-18,246.65,248.7045117,2370683,14479,1142292,-0.038401559,-3.840155945,0.019485399,,,,
08-Mar-18,256.75,251.6597298,1871880,14220,337373,0.040948713,4.094871275,0.020011124,,,,
09-Mar-18,253.15,253.9026579,970104,7431,143334,-0.014021422,-1.402142162,0.01995804,,,,
